,neighbourhood,latitude,longitude
Bronx,Wakefield,40.89502,-73.85070999999998
Queens,Ozone Park,40.68334,-73.85837
Manhattan,Nolita,40.72162,-73.99549
Queens,Astoria,40.76267,-73.90555
Queens,Ditmars Steinway,40.7698,-73.91157
Brooklyn,Bedford-Stuyvesant,40.69634,-73.95375
Manhattan,Midtown,40.75417,-73.96437
Brooklyn,Bedford-Stuyvesant,40.69464,-73.95259
Manhattan,East Harlem,40.80608,-73.93718
Brooklyn,Clinton Hill,40.68313,-73.96741999999998
Queens,Hollis,40.70864,-73.76683
Manhattan,Lower East Side,40.72071,-73.98764
Bronx,Port Morris,40.80861,-73.93015
Brooklyn,East New York,40.67454,-73.89652
Manhattan,Washington Heights,40.84577,-73.93731
Manhattan,Chelsea,40.74377,-73.99905
Brooklyn,Williamsburg,40.71741,-73.95656
Manhattan,Chelsea,40.744,-73.99721
Brooklyn,Crown Heights,40.68076,-73.96415
Brooklyn,Bedford-Stuyvesant,40.67937,-73.94493
Brooklyn,Bedford-Stuyvesant,40.69476,-73.94821
Brooklyn,Bushwick,40.69571,-73.91637
Brooklyn,Williamsburg,40.71849,-73.94165
Bronx,Mount Eden,40.84084,-73.92178
Brooklyn,Bushwick,40.68893,-73.90984
Manhattan,Civic Center,40.71193,-74.00694
Brooklyn,Bedford-Stuyvesant,40.68591,-73.95044
Manhattan,Harlem,40.82921,-73.93802
Brooklyn,Bedford-Stuyvesant,40.68937,-73.94991999999998
Manhattan,Upper East Side,40.76892,-73.96321
Brooklyn,Clinton Hill,40.68349,-73.96153000000002
Queens,Ditmars Steinway,40.77145,-73.9125
Brooklyn,Fort Greene,40.68904000000001,-73.97269
Manhattan,East Harlem,40.79701,-73.93709
Brooklyn,Bedford-Stuyvesant,40.67782,-73.92326
Manhattan,Midtown,40.74822,-73.9873
Manhattan,Financial District,40.707,-74.00641999999998
Manhattan,Washington Heights,40.83912,-73.94327
Brooklyn,Bedford-Stuyvesant,40.68193,-73.93569000000002
Manhattan,Chelsea,40.74463,-73.9923
Brooklyn,Flatbush,40.63994,-73.9516
Queens,Whitestone,40.78073,-73.8193
Brooklyn,East Flatbush,40.65073,-73.92738
Brooklyn,Williamsburg,40.70813,-73.94707
Brooklyn,Bedford-Stuyvesant,40.69025,-73.9559
Bronx,Morris Park,40.84605,-73.8493
Manhattan,Nolita,40.72174,-73.99559
Brooklyn,Bedford-Stuyvesant,40.68302,-73.94896999999997
Brooklyn,Bedford-Stuyvesant,40.69295,-73.93875
Brooklyn,Bushwick,40.68365,-73.90517
Brooklyn,Bedford-Stuyvesant,40.69303,-73.94183000000002
Queens,Astoria,40.76649000000001,-73.92266
Brooklyn,Bushwick,40.69456,-73.91965
Queens,Woodside,40.74592,-73.90889
Manhattan,Harlem,40.81664,-73.94266999999998
Brooklyn,Bushwick,40.6911,-73.90942
Brooklyn,East New York,40.67474,-73.87187
Bronx,Belmont,40.85336,-73.88549
Manhattan,East Village,40.72352,-73.98277
Manhattan,Little Italy,40.71938,-73.99448000000002
Brooklyn,Williamsburg,40.71485,-73.95324000000002
Brooklyn,Gravesend,40.59147,-73.97565999999998
Brooklyn,Williamsburg,40.71641,-73.95477
Brooklyn,Bushwick,40.68589,-73.91422
Manhattan,Hell's Kitchen,40.75603,-73.99214
Manhattan,Lower East Side,40.72165,-73.98695
Manhattan,Chinatown,40.71447,-73.99736999999998
Queens,Flushing,40.76126,-73.81549
Queens,Flushing,40.76237,-73.8157
Brooklyn,Sheepshead Bay,40.59658,-73.95944
Manhattan,Washington Heights,40.83693,-73.93643
Queens,Glendale,40.70002,-73.89364
Manhattan,Little Italy,40.71824,-73.99795999999998
Manhattan,East Village,40.73199,-73.98857
Brooklyn,Williamsburg,40.70946,-73.94966
Brooklyn,South Slope,40.66656,-73.98204
Manhattan,Midtown,40.76412,-73.98017
Brooklyn,Prospect Heights,40.67737,-73.97159
Brooklyn,Williamsburg,40.71345,-73.95
Queens,Astoria,40.76322,-73.91131999999998
Brooklyn,Fort Greene,40.68515,-73.97381
Manhattan,Upper West Side,40.79639,-73.96889
Brooklyn,Gravesend,40.59075,-73.98359
Brooklyn,Bedford-Stuyvesant,40.68252,-73.91165
Brooklyn,Williamsburg,40.71179,-73.9387
Brooklyn,Bushwick,40.70249,-73.92557
Brooklyn,Carroll Gardens,40.68035,-73.99611
Brooklyn,Williamsburg,40.71441,-73.95229
Manhattan,Hell's Kitchen,40.76249,-73.98807
Queens,Jackson Heights,40.75281,-73.87654
Manhattan,Harlem,40.80879,-73.94813
Queens,St. Albans,40.70459,-73.76271
Brooklyn,Sunset Park,40.63902,-74.01836999999998
Brooklyn,Williamsburg,40.70574000000001,-73.92809
Queens,Briarwood,40.71047,-73.81562
Manhattan,Harlem,40.8258,-73.95392
Manhattan,Morningside Heights,40.81088,-73.95676999999998
Bronx,Mott Haven,40.81322,-73.91696
Manhattan,East Harlem,40.80771,-73.93853
Manhattan,Harlem,40.81723,-73.93616
Queens,Astoria,40.76538,-73.91168
Bronx,Kingsbridge,40.87072,-73.89974000000002
Brooklyn,Brighton Beach,40.58001,-73.96266
Brooklyn,Prospect Heights,40.67861,-73.96999
Brooklyn,Clinton Hill,40.68883,-73.96141
Queens,Corona,40.73894,-73.86477
Queens,Long Island City,40.75507,-73.91821999999998
Brooklyn,Bedford-Stuyvesant,40.69402,-73.94679000000002
Bronx,Soundview,40.83144,-73.86639
Brooklyn,Borough Park,40.63376,-74.00541
Queens,Ditmars Steinway,40.76976,-73.90314000000002
Bronx,Mott Haven,40.81017,-73.92266
Manhattan,Upper West Side,40.78857,-73.97072
Brooklyn,Williamsburg,40.71193,-73.95121999999998
Queens,Astoria,40.76696,-73.91108
Manhattan,Upper West Side,40.79574,-73.96191999999998
Bronx,Mott Haven,40.80958,-73.91895
Queens,Woodside,40.74459,-73.91167
Brooklyn,East Flatbush,40.63931,-73.94451
Manhattan,Upper East Side,40.77513,-73.94977
Manhattan,Lower East Side,40.71241,-73.98913
Brooklyn,Greenpoint,40.73079,-73.95193
Bronx,Mott Haven,40.81102,-73.92778
Manhattan,Theater District,40.75866,-73.98535
Queens,Jackson Heights,40.75346,-73.88396999999998
Brooklyn,Brighton Beach,40.57504,-73.95551
Manhattan,Harlem,40.80872,-73.94274
Manhattan,Morningside Heights,40.80445,-73.96373
Brooklyn,Bushwick,40.70529000000001,-73.92535
Brooklyn,Williamsburg,40.71001,-73.96101
Brooklyn,Williamsburg,40.70951,-73.95443
Queens,Forest Hills,40.7111,-73.84099
Manhattan,East Village,40.723,-73.97753
Brooklyn,Bushwick,40.70631,-73.92064
Manhattan,Upper West Side,40.78127,-73.98366
Manhattan,SoHo,40.72725,-74.00245
Brooklyn,Prospect-Lefferts Gardens,40.66017,-73.9475
Manhattan,Hell's Kitchen,40.76247,-73.99254
Manhattan,Washington Heights,40.85277,-73.92916
Manhattan,Gramercy,40.73551,-73.98546
Brooklyn,Bushwick,40.70652000000001,-73.91784
Brooklyn,Bushwick,40.70229000000001,-73.92223
Brooklyn,Bushwick,40.70431,-73.91584
Manhattan,Battery Park City,40.71138,-74.01575
Manhattan,Hell's Kitchen,40.76177,-73.99426
Brooklyn,Crown Heights,40.675,-73.91903
Manhattan,Greenwich Village,40.73069,-73.9932
Brooklyn,Canarsie,40.63655,-73.91065
Manhattan,Chelsea,40.75049,-73.99809
Brooklyn,Bedford-Stuyvesant,40.67941,-73.90849
Manhattan,Financial District,40.70538,-74.00742
Manhattan,SoHo,40.72182,-73.99963000000002
Queens,Maspeth,40.74079,-73.90057
Manhattan,Hell's Kitchen,40.76108,-73.99358000000002
Brooklyn,Crown Heights,40.67175,-73.9436
Brooklyn,Williamsburg,40.71168,-73.95626
Brooklyn,Williamsburg,40.70987,-73.95818
Brooklyn,Williamsburg,40.71164,-73.95173
Manhattan,Murray Hill,40.74836,-73.9807
Manhattan,Financial District,40.7105,-74.00845
Brooklyn,Carroll Gardens,40.68132,-73.99169
Manhattan,Hell's Kitchen,40.76479000000001,-73.98831
Queens,Astoria,40.76172,-73.92098
Brooklyn,East Flatbush,40.65554,-73.9184
Queens,Flushing,40.75914,-73.83352
Bronx,Olinville,40.88453,-73.86273
Queens,College Point,40.79439,-73.84675
Brooklyn,Flatbush,40.63517,-73.96221
Brooklyn,East Flatbush,40.65454,-73.91885
Queens,Woodside,40.75368,-73.90216
Brooklyn,Bedford-Stuyvesant,40.67872,-73.90966999999998
Queens,Queens Village,40.71059,-73.74515
Brooklyn,Midwood,40.62795,-73.96281
Brooklyn,Bushwick,40.70166,-73.93061999999998
Manhattan,SoHo,40.72614,-74.00076
Manhattan,Upper West Side,40.77708,-73.98791
Manhattan,Harlem,40.79913,-73.95357
Queens,Jamaica,40.70094,-73.81446
Brooklyn,Sunset Park,40.65209,-74.01136
Brooklyn,East Flatbush,40.63853,-73.94869
Manhattan,Upper East Side,40.77003,-73.95018
Queens,Woodside,40.74218,-73.90403
Brooklyn,Bedford-Stuyvesant,40.69196,-73.95969000000002
Manhattan,East Harlem,40.79006,-73.94969
Manhattan,NoHo,40.72904000000001,-73.99344
Manhattan,West Village,40.73255,-74.00173000000002
Brooklyn,Williamsburg,40.71705,-73.96545
Brooklyn,Cypress Hills,40.67855,-73.86961
Queens,Forest Hills,40.72096,-73.8539
Brooklyn,Bedford-Stuyvesant,40.69898,-73.94705
Bronx,Wakefield,40.89385,-73.8448
Queens,East Elmhurst,40.76274,-73.86865999999998
Manhattan,Harlem,40.81562,-73.94712
Manhattan,Upper East Side,40.77345,-73.95385999999998
Brooklyn,Bedford-Stuyvesant,40.69156,-73.95307
Brooklyn,East New York,40.66737,-73.87550999999998
Manhattan,Upper East Side,40.77375,-73.9541
Manhattan,Harlem,40.82452,-73.94426999999997
Brooklyn,Prospect-Lefferts Gardens,40.66226,-73.94855
Brooklyn,East Flatbush,40.63905,-73.95045999999998
Manhattan,Upper East Side,40.76731,-73.95843
Bronx,Fordham,40.85791,-73.89528
Brooklyn,Clinton Hill,40.69416,-73.96866
Manhattan,Hell's Kitchen,40.76129,-73.9943
Manhattan,Financial District,40.70494,-74.00964
Manhattan,Chinatown,40.7147,-73.99279
Queens,Rego Park,40.73095,-73.86411
Bronx,Fordham,40.85765,-73.90351
Manhattan,East Village,40.72759,-73.98786
Brooklyn,Bushwick,40.70426,-73.91308000000002
Brooklyn,Williamsburg,40.71954,-73.94329
Queens,Jackson Heights,40.75491,-73.88313000000002
Brooklyn,Crown Heights,40.66506,-73.95177
Manhattan,Inwood,40.86565,-73.92348
Manhattan,Murray Hill,40.74466,-73.9737
Brooklyn,Bedford-Stuyvesant,40.69558,-73.94697
Brooklyn,Bushwick,40.70752,-73.92217
Manhattan,Financial District,40.71148,-74.01283000000002
Brooklyn,Bedford-Stuyvesant,40.69167,-73.94800000000002
Brooklyn,Flatbush,40.6355,-73.95205
Brooklyn,Williamsburg,40.70266,-73.93413000000002
Brooklyn,Williamsburg,40.70964,-73.95969000000002
Manhattan,Upper West Side,40.77169,-73.99117
Manhattan,Upper West Side,40.79566,-73.96954000000002
Manhattan,East Harlem,40.79511,-73.9373
Manhattan,Kips Bay,40.73945,-73.98168000000003
Brooklyn,Kensington,40.64046,-73.97233
Manhattan,East Harlem,40.79055,-73.94866999999998
Manhattan,Midtown,40.75829,-73.97259
Brooklyn,Williamsburg,40.70717,-73.94622
Brooklyn,Fort Greene,40.68257,-73.97139
Queens,East Elmhurst,40.76294,-73.86883
Manhattan,Kips Bay,40.74228,-73.97601
Brooklyn,Bushwick,40.70428,-73.92702
Queens,Ridgewood,40.70208,-73.91125
Brooklyn,Bedford-Stuyvesant,40.69232,-73.94966
Queens,East Elmhurst,40.76251,-73.86765
Queens,East Elmhurst,40.76971,-73.87273
Brooklyn,Bushwick,40.69272,-73.92067
Brooklyn,Canarsie,40.64116,-73.88346
Brooklyn,Prospect Heights,40.68063,-73.97334000000002
Queens,Ridgewood,40.70605,-73.90374
Manhattan,East Village,40.72876,-73.98655
Brooklyn,South Slope,40.66238,-73.98742
Manhattan,Battery Park City,40.70587,-74.01773
Manhattan,Midtown,40.75138,-73.98143
Queens,Ditmars Steinway,40.77612,-73.90456
Brooklyn,Bedford-Stuyvesant,40.69263,-73.93992
Brooklyn,Brooklyn Heights,40.69228,-73.99768
Manhattan,Little Italy,40.71881,-73.99675
Manhattan,Kips Bay,40.74472,-73.97932
Manhattan,Gramercy,40.73261,-73.98398
Queens,Astoria,40.76836,-73.91506
Manhattan,Gramercy,40.73254,-73.98207
Brooklyn,Williamsburg,40.70695,-73.94913000000003
Manhattan,Upper West Side,40.7854,-73.97532
Queens,Bay Terrace,40.77971,-73.77857
Brooklyn,Bushwick,40.70328,-73.92005999999998
Brooklyn,East New York,40.66788,-73.87339
Brooklyn,Bushwick,40.70442,-73.91707
Brooklyn,Williamsburg,40.71233,-73.93781
Brooklyn,Crown Heights,40.67419,-73.92173000000003
Brooklyn,Downtown Brooklyn,40.6904,-73.98501999999998
Brooklyn,Bedford-Stuyvesant,40.68364,-73.92305999999998
Manhattan,Harlem,40.82746,-73.94718
Queens,Richmond Hill,40.68308,-73.81649
Queens,Elmhurst,40.73288,-73.87177
Manhattan,Gramercy,40.73288,-73.98250999999998
Queens,Flushing,40.76126,-73.81443
Brooklyn,Sunset Park,40.66051,-73.99081
Brooklyn,Bedford-Stuyvesant,40.67737,-73.90935
Brooklyn,Bedford-Stuyvesant,40.69732,-73.93684
Brooklyn,Bushwick,40.70531,-73.92591999999998
Manhattan,Lower East Side,40.72074,-73.98487
Brooklyn,Carroll Gardens,40.68386,-73.99807
Manhattan,Washington Heights,40.83788,-73.9402
Brooklyn,Bushwick,40.69854,-73.91086
Queens,East Elmhurst,40.76236,-73.86861999999998
Brooklyn,Bushwick,40.70247,-73.91409
Manhattan,Chelsea,40.74889,-74.00131999999998
Manhattan,Lower East Side,40.715,-73.98595999999998
Brooklyn,Bedford-Stuyvesant,40.68131,-73.95254
Bronx,Concourse,40.82132,-73.92884000000002
Brooklyn,East Flatbush,40.65385,-73.93656999999997
Brooklyn,East Flatbush,40.65405,-73.93656999999997
Brooklyn,Bushwick,40.69248,-73.91189
Manhattan,Upper West Side,40.78579000000001,-73.97148
Manhattan,East Village,40.72784,-73.98473
Brooklyn,Bedford-Stuyvesant,40.68605,-73.94528000000003
Manhattan,Upper West Side,40.78833,-73.97182
Manhattan,Hell's Kitchen,40.76219,-73.99493000000002
Brooklyn,Bay Ridge,40.6339,-74.03049
Brooklyn,Bay Ridge,40.63504,-74.0289
Brooklyn,Bay Ridge,40.63409,-74.02887
Brooklyn,Bedford-Stuyvesant,40.69363,-73.9404
Brooklyn,Bedford-Stuyvesant,40.69342,-73.93884
Manhattan,Harlem,40.81182,-73.94331
Manhattan,Upper West Side,40.80324,-73.96555
Manhattan,East Harlem,40.78731,-73.94889
Manhattan,Theater District,40.75982,-73.98418000000002
Brooklyn,Bedford-Stuyvesant,40.69044,-73.95405
Manhattan,East Village,40.72941,-73.98094
Manhattan,East Village,40.72449,-73.98384
Brooklyn,Bedford-Stuyvesant,40.6929,-73.95513000000003
Brooklyn,Bedford-Stuyvesant,40.6797,-73.94084000000002
Brooklyn,Bedford-Stuyvesant,40.67825,-73.94068
Brooklyn,Bedford-Stuyvesant,40.69228,-73.95676999999998
Manhattan,Little Italy,40.71865,-73.99847
Brooklyn,Bedford-Stuyvesant,40.69436,-73.95526
Brooklyn,Bedford-Stuyvesant,40.69261,-73.95706
Brooklyn,Bedford-Stuyvesant,40.69319,-73.95528
Brooklyn,Bedford-Stuyvesant,40.69366,-73.95563
Brooklyn,Bedford-Stuyvesant,40.69263,-73.95583
Queens,Woodside,40.74364,-73.90222
Brooklyn,Brownsville,40.66399000000001,-73.91913000000002
Manhattan,Harlem,40.81295,-73.95304
Brooklyn,Crown Heights,40.67792,-73.9484
Manhattan,NoHo,40.72839000000001,-73.99225
Manhattan,Chinatown,40.71722000000001,-73.99242
Brooklyn,Bushwick,40.6954,-73.92723000000002
Brooklyn,Williamsburg,40.7126,-73.93982
Brooklyn,Bensonhurst,40.61023,-73.99627
Manhattan,Harlem,40.80055,-73.95501
Manhattan,Upper East Side,40.76869,-73.95007
Brooklyn,Crown Heights,40.66392000000001,-73.95994
Brooklyn,Greenpoint,40.72004,-73.95424
Brooklyn,Bedford-Stuyvesant,40.69391,-73.94351999999998
Bronx,Norwood,40.87448,-73.87411999999998
Manhattan,Harlem,40.82494000000001,-73.9428
Manhattan,Lower East Side,40.71451,-73.98789000000002
Brooklyn,Williamsburg,40.70876,-73.96592
Brooklyn,Bushwick,40.69471,-73.90687
Brooklyn,Kensington,40.63800000000001,-73.97652
Brooklyn,Bushwick,40.70696,-73.9199
Manhattan,Lower East Side,40.72143,-73.9931
Brooklyn,Kensington,40.63765,-73.97711
Manhattan,SoHo,40.72405,-74.00073
Queens,Whitestone,40.78029,-73.8184
Brooklyn,Kensington,40.63678,-73.97625
Queens,Whitestone,40.77945,-73.82029
Brooklyn,Bushwick,40.68864,-73.91295
Brooklyn,Bushwick,40.70466,-73.9177
Brooklyn,Williamsburg,40.7075,-73.96576
Manhattan,Kips Bay,40.74139,-73.98132
Queens,Ozone Park,40.68005,-73.85552
Brooklyn,Clinton Hill,40.68933,-73.96082
Brooklyn,Greenpoint,40.73324,-73.95331999999998
Queens,Kew Gardens,40.71163,-73.82751999999998
Queens,Jamaica,40.67379,-73.78187
Brooklyn,Bedford-Stuyvesant,40.68612,-73.94318
Brooklyn,Bedford-Stuyvesant,40.6919,-73.93866
Brooklyn,Prospect-Lefferts Gardens,40.65945,-73.96145
Brooklyn,Bedford-Stuyvesant,40.69441,-73.94848
Manhattan,Morningside Heights,40.80303,-73.96336
Manhattan,Morningside Heights,40.80423,-73.96334
Brooklyn,Brownsville,40.66835,-73.92335
Brooklyn,Bushwick,40.69375,-73.92496
Manhattan,Hell's Kitchen,40.76125,-73.99546
Manhattan,Upper West Side,40.78892000000001,-73.97402
Brooklyn,Greenpoint,40.733,-73.95309
Manhattan,NoHo,40.72839000000001,-73.99133
Manhattan,East Harlem,40.80173,-73.94516999999998
Manhattan,NoHo,40.7287,-73.99184
Manhattan,Stuyvesant Town,40.73092000000001,-73.98146
Manhattan,Lower East Side,40.71271,-73.99084
Brooklyn,Greenpoint,40.72291,-73.9487
Manhattan,East Village,40.72762,-73.98118000000002
Manhattan,Hell's Kitchen,40.76437,-73.98775
Brooklyn,Cypress Hills,40.68205,-73.8822
Manhattan,East Village,40.72789,-73.98236
Brooklyn,Bushwick,40.70644,-73.9193
Queens,Flushing,40.74538,-73.83489
Queens,Sunnyside,40.74529,-73.92175999999998
Brooklyn,Bay Ridge,40.63432,-74.02663000000003
Brooklyn,Williamsburg,40.71295,-73.9628
Brooklyn,Park Slope,40.68086,-73.98002
Manhattan,NoHo,40.72858,-73.99141
Manhattan,West Village,40.73756,-74.00755
Manhattan,East Village,40.73031,-73.98018
Brooklyn,Sunset Park,40.64513,-74.01279
Queens,Woodhaven,40.69034,-73.86268000000003
Brooklyn,Greenpoint,40.73812,-73.95649
Manhattan,Upper East Side,40.76006,-73.96136
Brooklyn,Bedford-Stuyvesant,40.68982000000001,-73.95818
Manhattan,Financial District,40.70604,-74.00869
Manhattan,Washington Heights,40.85712,-73.9277
Manhattan,Washington Heights,40.85671,-73.92735
Manhattan,West Village,40.73079,-74.00268
Queens,Astoria,40.76412,-73.92185
Manhattan,Upper East Side,40.78537,-73.95036999999998
Manhattan,Upper East Side,40.77156,-73.95716
Brooklyn,Bedford-Stuyvesant,40.69107,-73.95878
Brooklyn,Bedford-Stuyvesant,40.69137,-73.95878
Brooklyn,Bay Ridge,40.63093,-74.02363000000003
Queens,Woodhaven,40.69102,-73.86089
Brooklyn,Fort Greene,40.69146,-73.97378
Brooklyn,Windsor Terrace,40.65116,-73.97881
Brooklyn,Fort Greene,40.69367,-73.97383
Brooklyn,Brooklyn Heights,40.69863,-73.9937
Brooklyn,Crown Heights,40.67415,-73.94006999999998
Brooklyn,Borough Park,40.64459,-73.99951
Brooklyn,Flatlands,40.62453,-73.92479
Brooklyn,Gowanus,40.66811,-73.99450999999998
Manhattan,Harlem,40.83096,-73.95016
Brooklyn,South Slope,40.66177,-73.98198000000002
Brooklyn,Canarsie,40.63764000000001,-73.91556
Manhattan,Little Italy,40.71962,-73.99682
Brooklyn,Bushwick,40.69905,-73.91874
Brooklyn,Williamsburg,40.70296,-73.94086
Manhattan,Midtown,40.75228,-73.9695
Brooklyn,Crown Heights,40.67311,-73.94679000000002
Manhattan,Inwood,40.86261,-73.92295
Queens,Forest Hills,40.71018,-73.85229
Brooklyn,Bedford-Stuyvesant,40.6775,-73.92281
Manhattan,Stuyvesant Town,40.73341,-73.98
Brooklyn,East Flatbush,40.65105,-73.93034
Brooklyn,Bushwick,40.6934,-73.92371999999997
Brooklyn,Bushwick,40.70254,-73.92471
Manhattan,Two Bridges,40.71145,-73.99606999999997
Manhattan,Little Italy,40.71751,-73.99849
Manhattan,Murray Hill,40.74629,-73.97703
Manhattan,East Village,40.7293,-73.9834
Brooklyn,Midwood,40.61703,-73.97055
Brooklyn,Bushwick,40.69975,-73.92602
Queens,Maspeth,40.72236,-73.90195
Manhattan,Lower East Side,40.71827,-73.98836
Brooklyn,Greenpoint,40.72637,-73.95248000000002
Manhattan,Hell's Kitchen,40.75985,-73.99799
Manhattan,Midtown,40.74584,-73.98894
Brooklyn,Greenpoint,40.72549,-73.94595
Manhattan,Washington Heights,40.83773,-73.94415
Brooklyn,Sunset Park,40.65595,-74.00274
Manhattan,Harlem,40.80132,-73.95496
Manhattan,Gramercy,40.73386,-73.98307
Brooklyn,Williamsburg,40.7041,-73.93415
Manhattan,Upper East Side,40.77557,-73.94381
Brooklyn,Flatbush,40.65026,-73.96316
Queens,Jackson Heights,40.75024000000001,-73.88409
Bronx,Hunts Point,40.81819,-73.88653000000002
Manhattan,Upper East Side,40.78108,-73.95439
Manhattan,Upper West Side,40.79325,-73.97237
Manhattan,Midtown,40.76531,-73.9789
Brooklyn,Greenpoint,40.72097,-73.94051999999998
Manhattan,Upper West Side,40.79954,-73.96263
Brooklyn,Bedford-Stuyvesant,40.69341,-73.94176999999998
Brooklyn,Sunset Park,40.66486,-73.99535
Brooklyn,Crown Heights,40.67636,-73.91932
Queens,Astoria,40.76363,-73.92178
Brooklyn,Bedford-Stuyvesant,40.69368,-73.93403
Manhattan,Midtown,40.76525,-73.98058
Brooklyn,Williamsburg,40.71416,-73.96191
Manhattan,Harlem,40.81954,-73.94713
Queens,Springfield Gardens,40.6831,-73.75525999999998
Queens,Arverne,40.58848,-73.795
Brooklyn,Cypress Hills,40.68809,-73.87004
Brooklyn,Bushwick,40.69917,-73.9123
Brooklyn,Crown Heights,40.6703,-73.93597
Brooklyn,Crown Heights,40.67516,-73.95416
Manhattan,Midtown,40.75484,-73.97235
Manhattan,Harlem,40.82426,-73.95231
Queens,St. Albans,40.69272,-73.76264
Brooklyn,Bedford-Stuyvesant,40.6915,-73.94691999999998
Brooklyn,Bay Ridge,40.63859,-74.02497
Brooklyn,Bedford-Stuyvesant,40.69279,-73.94654
Brooklyn,Sunset Park,40.65047,-74.00403
Manhattan,Lower East Side,40.71477,-73.98575
Queens,Astoria,40.76681,-73.91308000000002
Manhattan,Harlem,40.8229,-73.94287
Queens,Astoria,40.75736,-73.92161999999998
Manhattan,Financial District,40.7086,-74.01266
Manhattan,Upper East Side,40.76481,-73.96001
Brooklyn,Greenpoint,40.72334,-73.93745
Brooklyn,Bedford-Stuyvesant,40.68405,-73.95267
Brooklyn,Bushwick,40.7027,-73.91429000000002
Manhattan,Chelsea,40.73769,-73.99734000000002
Manhattan,East Village,40.73122,-73.98652
Brooklyn,Bedford-Stuyvesant,40.69397,-73.94921
Manhattan,Upper West Side,40.78461,-73.97801
Manhattan,Gramercy,40.73395,-73.9821
Manhattan,Upper West Side,40.77691,-73.98263
Brooklyn,Williamsburg,40.70635,-73.94655999999998
Manhattan,Financial District,40.71161,-74.00665
Manhattan,West Village,40.73327000000001,-74.00157
Brooklyn,Greenpoint,40.73038,-73.95221
Brooklyn,Greenpoint,40.71958,-73.95246999999998
Manhattan,Hell's Kitchen,40.75947,-73.99335
Manhattan,Washington Heights,40.84539,-73.93968000000002
Manhattan,East Harlem,40.80759000000001,-73.94103
Bronx,Belmont,40.85449000000001,-73.88436999999998
Manhattan,Upper West Side,40.77972000000001,-73.97870999999998
Manhattan,Midtown,40.75613,-73.97055999999998
Queens,Astoria,40.76553,-73.91625
Brooklyn,Bath Beach,40.60319000000001,-73.99591
Queens,South Ozone Park,40.67293,-73.79554
Brooklyn,Williamsburg,40.70959000000001,-73.96110999999998
Manhattan,Chelsea,40.74165,-73.99968
Brooklyn,Flatlands,40.63204,-73.93383
Manhattan,SoHo,40.72706,-74.00572
Queens,Astoria,40.76902000000001,-73.91856
Queens,Cambria Heights,40.69238,-73.73646
Brooklyn,Williamsburg,40.71047,-73.96795999999998
Queens,Flushing,40.76373,-73.82904
Brooklyn,Crown Heights,40.67115,-73.94932
Queens,Sunnyside,40.74299,-73.92441
Brooklyn,East New York,40.66957,-73.86585
Queens,East Elmhurst,40.7698,-73.87183
Bronx,Clason Point,40.80504000000001,-73.85327
Bronx,Unionport,40.82598,-73.85203
Manhattan,Upper West Side,40.78177,-73.97878
Brooklyn,Crown Heights,40.67768,-73.94244
Brooklyn,Crown Heights,40.66587,-73.92966
Manhattan,Greenwich Village,40.72836,-73.99925
Manhattan,Two Bridges,40.7125,-73.99661
Manhattan,East Village,40.72628,-73.97981
Brooklyn,Williamsburg,40.71353,-73.94339000000002
Queens,Elmhurst,40.73756,-73.87787
Brooklyn,Bedford-Stuyvesant,40.69032,-73.95283
Manhattan,Kips Bay,40.7444,-73.97946
Queens,Elmhurst,40.74133,-73.88345
Brooklyn,Carroll Gardens,40.67742,-74.00146
Manhattan,SoHo,40.72751,-74.0018
Manhattan,Harlem,40.82361,-73.93926
Manhattan,Upper East Side,40.77123,-73.9549
Manhattan,East Village,40.72935,-73.98441
Brooklyn,Gowanus,40.68216,-73.98199
Brooklyn,Bushwick,40.68677,-73.91571
Brooklyn,Clinton Hill,40.68634,-73.96117
Queens,Astoria,40.75684,-73.91705
Queens,Forest Hills,40.72192,-73.83931
Manhattan,Chelsea,40.74327,-73.99663000000002
Brooklyn,Crown Heights,40.67253,-73.9223
Manhattan,Upper East Side,40.7652,-73.95834
Manhattan,Upper East Side,40.76408,-73.95685999999998
Brooklyn,Crown Heights,40.67685,-73.93653
Manhattan,Harlem,40.81801,-73.93855
Staten Island,Dongan Hills,40.58303,-74.09271
Manhattan,Chelsea,40.75358,-73.99707
Queens,Rockaway Beach,40.58409,-73.81665
Brooklyn,Bedford-Stuyvesant,40.67956,-73.91135
Manhattan,Morningside Heights,40.81548,-73.95931
Manhattan,Morningside Heights,40.81376,-73.95954
Manhattan,Morningside Heights,40.81454,-73.96086
Manhattan,Morningside Heights,40.81386,-73.95936
Manhattan,NoHo,40.72872,-73.99199
Brooklyn,Greenpoint,40.73543,-73.95454000000002
Manhattan,Midtown,40.74829,-73.98653
Brooklyn,Bedford-Stuyvesant,40.68539000000001,-73.94903000000002
Manhattan,Chelsea,40.74303,-73.99727
Brooklyn,Carroll Gardens,40.67787,-73.99973
Brooklyn,Greenpoint,40.71961,-73.95405
Queens,Ditmars Steinway,40.77671,-73.91283
Manhattan,Midtown,40.7599,-73.96685
Brooklyn,Crown Heights,40.67283,-73.9447
Manhattan,Upper West Side,40.78793,-73.97261
Brooklyn,Bensonhurst,40.61667,-73.99932
Queens,Astoria,40.76894,-73.91193
Bronx,Woodlawn,40.89753,-73.87359000000002
Brooklyn,Carroll Gardens,40.67692,-73.99986
